Etat,Milieage,Carburant,CarVendeur,Portes,seats,CarNameV2,Modele,Price,etatCategory,Month,Year,Puissance,TransmissionV2,Cylindrée,Vitesses,Cylindres,HorsePower,ClasseEmission,Typedecarburant,Consommationdecarburant,ÉmissionsdeCO2
Prix correct,23518,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,3.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Pas d'information,0,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,5190015,0,,,210.0,Boîte automatique,,2.0,,286.0,,,,0.0
Pas d'information,25414,Electrique,Professionnel,4.0,5.0,CUPRA,Born,410005,0,1.0,2024.0,170.0,Boîte automatique,,1.0,1945.0,231.0,Euro 6d,Électrique,,0.0
Prix correct,20574,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2699015,1,6.0,2022.0,150.0,,,1.0,,204.0,Euro 5,,,1.0
Pas d'information,3000,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4022915,0,2.0,2025.0,110.0,Boîte automatique,1498.0,1.0,1300.0,150.0,Euro 6d,Essence,,
Prix correct,3,Essence,Professionnel,,5.0,CUPRA,Leon,3925015,1,,,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,130.0
Prix correct,39850,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3299515,1,8.0,2021.0,180.0,Boîte automatique,1395.0,1.0,1699.0,245.0,Euro 6d,Essence,,33.0
Pas d'information,4000,Essence,Professionnel,5.0,5.0,CUPRA,Terramar,5159515,0,12.0,2024.0,195.0,Boîte automatique,1984.0,1.0,1300.0,265.0,,Essence,,
Prix correct,10000,Essence,Particuliers,5.0,5.0,CUPRA,Ateca,40000,1,3.0,2024.0,140.0,Boîte automatique,1984.0,1.0,1626.0,190.0,Euro 6d,Essence,7.4,168.0
Pas d'information,20080,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3299015,0,12.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1254.0,150.0,Euro 6,Essence,,
Prix correct,10000,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3890015,1,7.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,0.0
Pas d'information,12985,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3299015,0,12.0,2023.0,170.0,Boîte automatique,1498.0,1.0,1395.0,231.0,Euro 6,,,0.0
Pas d'information,3700,Essence,Professionnel,5.0,5.0,CUPRA,Leon,4755115,0,1.0,2025.0,245.0,Boîte automatique,1984.0,2.0,1300.0,333.0,,Essence,,
Pas d'information,16000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3249015,0,1.0,2024.0,110.0,Boîte automatique,1395.0,1.0,1090.0,150.0,,Électrique,,1.0
Très bon prix,7000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3490015,3,5.0,2024.0,150.0,,,1.0,,204.0,Euro 5,,,0.0
Bon prix,11138,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2699915,2,8.0,2022.0,150.0,Boîte automatique,,1.0,1736.0,204.0,,Électrique,,0.0
Pas d'information,19382,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,3649015,0,12.0,2023.0,140.0,Boîte automatique,1984.0,1.0,2420.0,190.0,Euro 6,Essence,,
Pas d'information,10,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3928815,0,,,110.0,Boîte automatique,1498.0,1.0,1090.0,150.0,,Essence,,
Bon prix,20000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3299015,2,11.0,2023.0,170.0,Boîte automatique,,1.0,,231.0,,,,0.0
Pas d'information,19073,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3199015,0,12.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1254.0,150.0,Euro 6,Essence,,
Pas d'information,15000,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,5699015,0,10.0,2024.0,250.0,Boîte automatique,,2.0,,340.0,Euro 6,,,0.0
Pas d'information,24000,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,34900,0,9.0,2023.0,110.0,Boîte automatique,1395.0,1.0,1701.0,150.0,,Essence,,
Prix correct,413,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3999015,1,6.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,131.0
Pas d'information,7800,Diesel,Particuliers,,,CUPRA,Formentor,37500,0,1.0,2024.0,110.0,,,1.0,,150.0,,Diesel,,
Pas d'information,10,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,5190515,0,,,200.0,Boîte automatique,1468.0,2.0,1449.0,272.0,,Électrique,,
Prix correct,13,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3940015,1,2.0,2024.0,150.0,Boîte automatique,1395.0,1.0,,204.0,,Électrique,,27.0
Pas d'information,5000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4342515,0,1.0,2025.0,110.0,Boîte automatique,1395.0,1.0,1395.0,150.0,Euro 6,Électrique,,
Pas d'information,5000,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4910015,0,4.0,2024.0,221.0,Boîte automatique,1984.0,2.0,1090.0,300.0,Euro 6,Essence,8.9,
Pas d'information,17901,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3349015,0,11.0,2023.0,170.0,Boîte automatique,1.0,1.0,2420.0,231.0,Euro 6,,,0.0
Pas d'information,5000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,5099015,0,9.0,2024.0,130.0,Boîte automatique,1498.0,1.0,,177.0,Euro 6,Électrique,,9.0
Bon prix,10,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3699015,2,,,150.0,Boîte automatique,,1.0,1736.0,204.0,,Électrique,,0.0
Pas d'information,26901,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,278905,0,3.0,2023.0,110.0,Boîte automatique,1498.0,1.0,1090.0,150.0,,Essence,5.6,128.0
Pas d'information,88886,Diesel,Professionnel,5.0,5.0,CUPRA,Formentor,304905,0,1.0,2023.0,110.0,Boîte automatique,1968.0,1.0,,150.0,Euro 6d,Diesel,5.1,158.0
Pas d'information,2000,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4349015,0,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Essence,,141.0
Prix correct,14834,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3499015,1,1.0,2024.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6,Électrique,,27.0
Prix correct,50,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3449515,1,8.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1482.0,150.0,Euro 6e,Essence,5.8,
Pas d'information,14000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3789015,0,3.0,2024.0,170.0,Boîte automatique,1.0,1.0,1300.0,231.0,,,,0.0
Prix correct,25000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2749515,1,3.0,2024.0,110.0,,,1.0,,150.0,,Essence,,0.0
Pas d'information,6,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4025015,0,,,110.0,Boîte automatique,1498.0,1.0,,150.0,,Essence,,132.0
Bon prix,9990,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3599015,2,3.0,2024.0,150.0,,,1.0,,204.0,Euro 5,,,0.0
Prix correct,18110,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3049515,1,8.0,2023.0,111.0,Boîte automatique,1498.0,1.0,,151.0,Euro 6d,Essence,,136.0
Prix correct,9990,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3649015,1,5.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,152.0
Pas d'information,42000,Electrique,Particuliers,5.0,5.0,CUPRA,Born,259001,0,8.0,2022.0,150.0,Boîte automatique,,1.0,1828.0,204.0,,Électrique,,0.0
Pas d'information,15000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2990015,0,12.0,2023.0,170.0,Boîte automatique,1498.0,1.0,1090.0,231.0,Euro 6d,,,0.0
Prix correct,23171,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2799015,1,5.0,2023.0,150.0,,,1.0,,204.0,Euro 5,,,10.0
Pas d'information,11802,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,426005,0,1.0,2024.0,150.0,Boîte automatique,1395.0,1.0,1680.0,204.0,Euro 6d,Essence,,27.0
Pas d'information,10,Essence,Professionnel,,,CUPRA,Leon,5094515,0,,,245.0,Boîte automatique,1998.0,2.0,1449.0,333.0,,Essence,,1.0
Prix correct,5,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4899015,1,11.0,2024.0,130.0,Boîte automatique,1498.0,1.0,,177.0,Euro 6,Électrique,,10.0
Pas d'information,14316,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3199015,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1254.0,150.0,Euro 6,Essence,,
Prix correct,314,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4099015,1,6.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,137.0
Pas d'information,21000,Essence,Particuliers,5.0,5.0,CUPRA,Leon,36000,0,4.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1364.0,150.0,Euro 6d,,6.0,
Pas d'information,7500,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3949015,0,6.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,136.0
Prix correct,17500,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3399015,1,3.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.0,113.0
Prix correct,5000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3650015,1,12.0,2023.0,170.0,,,1.0,,231.0,Euro 5,,,0.0
Pas d'information,5000,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,5582515,0,9.0,2024.0,250.0,Boîte automatique,1984.0,2.0,1090.0,340.0,Euro 6,,,0.0
Bon prix,18289,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2789015,2,3.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,1.0
Pas d'information,27503,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3599015,0,6.0,2021.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,1.5,34.0
Pas d'information,10000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4062015,0,6.0,2024.0,180.0,Boîte automatique,1395.0,1.0,1395.0,245.0,Euro 6,Électrique,5.6,
Pas d'information,15000,Electrique,Professionnel,5.0,5.0,CUPRA,Born,2750015,0,7.0,2023.0,150.0,Boîte automatique,2184.0,1.0,1395.0,204.0,Euro 6,,,0.0
Prix correct,24990,Electrique,Professionnel,5.0,5.0,CUPRA,Born,3599015,1,3.0,2023.0,170.0,,,1.0,,231.0,Euro 6d,,,0.0
Pas d'information,,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3749015,0,,,110.0,Boîte automatique,1498.0,1.0,1407.0,150.0,Euro 6,Essence,,139.0
Pas d'information,10000,Essence,Particuliers,5.0,5.0,CUPRA,Ateca,410001,0,3.0,2024.0,140.0,Boîte automatique,1984.0,1.0,1626.0,190.0,Euro 6d,Essence,7.4,168.0
Pas d'information,18,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,3919515,0,12.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1449.0,150.0,,Essence,,
Pas d'information,18555,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4649015,0,12.0,2023.0,287.0,Boîte automatique,2480.0,2.0,1395.0,390.0,Euro 6,Essence,,
Pas d'information,7000,Essence,Particuliers,5.0,5.0,CUPRA,Formentor,36000,0,6.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,,Essence,,
Pas d'information,5,-,Professionnel,5.0,5.0,CUPRA,Leon,5093015,0,,,200.0,Boîte automatique,1498.0,2.0,,272.0,Euro 6,,,10.0
Pas d'information,18392,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4799015,0,11.0,2023.0,287.0,Boîte automatique,2480.0,2.0,1395.0,390.0,Euro 6,Essence,,
Pas d'information,10000,Electrique,Professionnel,4.0,5.0,CUPRA,Tavascan,6250015,0,9.0,2024.0,250.0,,,2.0,,340.0,Euro 5,,,0.0
Pas d'information,9990,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,5999015,0,9.0,2024.0,250.0,,,2.0,,340.0,Euro 5,,,0.0
Pas d'information,5000,Essence,Professionnel,,,CUPRA,Formentor,5221615,0,11.0,2024.0,245.0,Boîte automatique,1984.0,2.0,1090.0,333.0,Euro 6,Essence,,1.0
Pas d'information,10,Essence,Professionnel,,,CUPRA,Formentor,5647215,0,,,245.0,Boîte automatique,1998.0,2.0,1449.0,333.0,,Essence,,1.0
Prix correct,18750,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3695015,1,3.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,1.0
Pas d'information,2510,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4099015,0,7.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,125.0
Pas d'information,2500,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,4125315,0,12.0,2024.0,,Boîte automatique,1395.0,1.0,1300.0,,,Électrique,,
Prix correct,13000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3399015,1,1.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.5,126.0
Prix correct,22897,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,2690015,1,7.0,2022.0,150.0,Boîte automatique,1395.0,1.0,1680.0,204.0,Euro 6,Essence,,27.0
Pas d'information,10000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4290015,0,7.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,0.0
Prix correct,15000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4049015,1,11.0,2023.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,1.9,43.0
Pas d'information,5000,Electrique,Professionnel,,5.0,CUPRA,Born,3590015,0,3.0,2024.0,150.0,Boîte automatique,1.0,1.0,2420.0,204.0,,,,0.0
Prix correct,3496,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4199015,1,5.0,2024.0,110.0,Boîte automatique,1395.0,1.0,,150.0,Euro 6d,Électrique,1.5,34.0
Pas d'information,5000,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4310015,0,8.0,2024.0,140.0,Boîte automatique,1984.0,1.0,1090.0,190.0,Euro 6,Essence,8.6,
Pas d'information,15000,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4499015,0,6.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,,131.0
Pas d'information,1,Electrique/Essence,Professionnel,,5.0,CUPRA,Leon,5531015,0,,,200.0,Boîte automatique,1498.0,2.0,,272.0,Euro 6,Essence,,11.0
Pas d'information,50,Essence,Professionnel,5.0,5.0,CUPRA,Formentor,3490015,0,7.0,2024.0,110.0,Boîte automatique,1498.0,1.0,1458.0,150.0,Euro 6d,Essence,5.6,128.0
Pas d'information,2000,Electrique/Essence,Professionnel,,5.0,CUPRA,Leon,4187415,0,12.0,2024.0,110.0,Boîte automatique,1395.0,1.0,1449.0,150.0,,Électrique,,
Pas d'information,2565,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Formentor,4999015,0,8.0,2024.0,130.0,Boîte automatique,1498.0,1.0,,177.0,Euro 6,Électrique,,10.0
Pas d'information,15000,Electrique,Professionnel,5.0,5.0,CUPRA,Tavascan,5699015,0,9.0,2024.0,250.0,Boîte automatique,,2.0,,340.0,,,,0.0
Pas d'information,15,Autres,Professionnel,5.0,5.0,CUPRA,Formentor,4095915,0,,,110.0,Boîte automatique,1498.0,1.0,1449.0,150.0,,,,
Pas d'information,10000,Essence,Professionnel,5.0,5.0,CUPRA,Ateca,4310015,0,8.0,2024.0,140.0,Boîte automatique,1984.0,1.0,1800.0,190.0,Euro 6d,Essence,8.3,
Pas d'information,5500,Essence,Professionnel,5.0,5.0,CUPRA,Leon,3499015,0,1.0,2023.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6d,Essence,5.0,115.0
Pas d'information,5,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,5065015,0,8.0,2024.0,130.0,Boîte automatique,1498.0,1.0,,177.0,Euro 6d,Électrique,,10.0
Pas d'information,6000,Electrique/Essence,Professionnel,,5.0,CUPRA,Leon,3550015,0,6.0,2024.0,110.0,Boîte automatique,1395.0,1.0,1090.0,150.0,Euro 6,Électrique,,1.0
Pas d'information,10000,Electrique/Essence,Professionnel,5.0,5.0,CUPRA,Leon,4899015,0,11.0,2024.0,110.0,Boîte automatique,1498.0,1.0,,150.0,Euro 6,Électrique,,9.0
Pas d'information,47500,Electrique/Essence,Professionnel,,5.0,CUPRA,Formentor,3899015,0,2.0,2023.0,110.0,Boîte automatique,1395.0,1.0,,150.0,,Essence,,33.0
Pas d'information,10,Electrique,Professionnel,5.0,5.0,CUPRA,Born,4899015,0,,,170.0,Boîte automatique,,1.0,1749.0,231.0,,Électrique,,0.0
Très bon prix,18415,LPG,Professionnel,,5.0,Dacia,Jogger,145005,3,5.0,2022.0,81.0,Boîte manuelle,990.0,8.0,,110.0,,,5.6,127.0
Prix correct,31090,Essence,Professionnel,5.0,5.0,Dacia,Sandero,69805,1,5.0,2010.0,64.0,Boîte manuelle,1598.0,6.0,1170.0,87.0,Euro 4,Essence,7.6,180.0
Bon prix,27966,Essence,Professionnel,5.0,5.0,Dacia,Sandero,114905,2,9.0,2021.0,66.0,Boîte manuelle,999.0,6.0,,90.0,,Essence,,126.0
Très bon prix,6030,Essence,Professionnel,5.0,5.0,Dacia,Sandero,146995,3,10.0,2024.0,67.0,Boîte manuelle,999.0,6.0,,91.0,Euro 6,Essence,5.6,127.0
Bon prix,128300,Essence,Professionnel,5.0,5.0,Dacia,Duster,99905,2,7.0,2018.0,92.0,Boîte manuelle,1197.0,9.0,1200.0,125.0,Euro 6c,Essence,6.2,110.0
Prix correct,169836,Diesel,Professionnel,5.0,5.0,Dacia,Duster,62505,1,2.0,2013.0,79.0,Boîte manuelle,1461.0,7.0,1280.0,107.0,Euro 5,Diesel,,130.0
Bon prix,30400,LPG,Professionnel,5.0,5.0,Dacia,Sandero,129005,2,11.0,2022.0,74.0,Boîte manuelle,999.0,7.0,1229.0,101.0,Euro 6d,,5.2,119.0
Très bon prix,5611,Essence,Professionnel,5.0,5.0,Dacia,Sandero,159505,3,4.0,2024.0,67.0,Boîte automatique,999.0,6.0,1197.0,91.0,Euro 6,Essence,6.2,119.0
Bon prix,73030,Essence,Professionnel,5.0,5.0,Dacia,Duster,69905,2,5.0,2011.0,77.0,Boîte manuelle,1598.0,7.0,1325.0,105.0,Euro 5,,8.0,185.0
Bon prix,18977,Essence,Professionnel,5.0,5.0,Dacia,Sandero,144505,2,6.0,2024.0,67.0,Boîte manuelle,999.0,6.0,1170.0,91.0,Euro 6e,Essence,4.0,
Très bon prix,940,Essence,Professionnel,5.0,5.0,Dacia,Sandero,175005,3,6.0,2023.0,67.0,Boîte automatique,999.0,6.0,1197.0,91.0,Euro 6,Essence,6.2,119.0
Prix correct,14919,Essence,Professionnel,5.0,5.0,Dacia,Duster,149005,1,10.0,2020.0,74.0,Boîte manuelle,999.0,7.0,1266.0,101.0,Euro 6,Essence,5.7,130.0
Prix correct,92048,Essence,Professionnel,5.0,5.0,Dacia,Sandero,89905,1,2.0,2019.0,66.0,Boîte manuelle,898.0,6.0,1115.0,90.0,Euro 6d,,5.6,127.0
Très bon prix,42895,Essence,Professionnel,5.0,5.0,Dacia,Duster,139905,3,6.0,2021.0,67.0,Boîte manuelle,999.0,6.0,,91.0,,Essence,,142.0
Prix correct,5,Electrique/Essence,Professionnel,5.0,5.0,Dacia,Duster,2845515,1,,,103.0,Boîte automatique,1598.0,1.0,,140.0,Euro 6d,Électrique,4.9,113.0
Très bon prix,1511,Essence,Professionnel,,5.0,Dacia,Jogger,198505,3,6.0,2024.0,81.0,Boîte manuelle,999.0,8.0,,110.0,Euro 6e,Essence,,127.0
Bon prix,197011,Diesel,Professionnel,5.0,5.0,Dacia,Duster,58005,2,3.0,2012.0,81.0,Boîte manuelle,1461.0,8.0,1369.0,110.0,Euro 5,Diesel,5.3,145.0
Prix correct,58370,Diesel,Professionnel,5.0,5.0,Dacia,Duster,172995,1,12.0,2019.0,85.0,Boîte manuelle,1461.0,8.0,,116.0,Euro 6,Diesel,4.7,150.0
Très bon prix,152634,Diesel,Professionnel,5.0,5.0,Dacia,Duster,59505,3,7.0,2012.0,79.0,Boîte manuelle,1461.0,7.0,1280.0,107.0,Euro 5,Diesel,5.0,130.0
Bon prix,70161,Essence,Professionnel,5.0,5.0,Dacia,Sandero,99005,2,11.0,2017.0,66.0,Boîte automatique,899.0,6.0,1037.0,90.0,Euro 6,Essence,5.1,114.0
Pas d'information,55951,Diesel,Professionnel,5.0,6.0,Dacia,Dokker,140005,0,3.0,2019.0,70.0,Boîte manuelle,1461.0,7.0,1382.0,95.0,Euro 6d,Diesel,4.2,145.0
Prix correct,8806,Essence,Professionnel,5.0,5.0,Dacia,Sandero,166995,1,2.0,2024.0,67.0,Boîte manuelle,999.0,6.0,,91.0,Euro 6d,Essence,5.6,127.0
Très bon prix,9833,Essence,Professionnel,5.0,,Dacia,Sandero,175005,3,4.0,2024.0,67.0,,,6.0,,91.0,,Essence,,
Bon prix,22024,Electrique,Professionnel,4.0,5.0,Dacia,Spring,999515,2,6.0,2021.0,33.0,Boîte automatique,,3.0,,45.0,Euro 6,,,0.0
Bon prix,82000,Essence,Professionnel,5.0,5.0,Dacia,Duster,126005,2,1.0,2019.0,96.0,Boîte manuelle,1332.0,9.0,1309.0,131.0,Euro 6d,Essence,5.9,135.0
Prix correct,21710,Essence,Professionnel,5.0,5.0,Dacia,Sandero,1579515,1,6.0,2023.0,66.0,Boîte manuelle,999.0,6.0,,90.0,Euro 6,Essence,,127.0
Pas d'information,418,Essence,Professionnel,,5.0,Dacia,Duster,2560015,0,7.0,2024.0,96.0,Boîte manuelle,1199.0,9.0,,131.0,Euro 6d,Essence,5.5,124.0
Bon prix,80510,Essence,Professionnel,5.0,5.0,Dacia,Sandero,1180015,2,1.0,2022.0,67.0,Boîte manuelle,999.0,6.0,1171.0,91.0,Euro 6d,Essence,5.1,115.0
Pas d'information,44358,Essence,Professionnel,7.0,5.0,Dacia,Jogger,194505,0,10.0,2022.0,81.0,Boîte manuelle,999.0,8.0,1280.0,110.0,Euro 6d,Essence,,130.0
Pas d'information,600,Essence,Professionnel,5.0,5.0,Dacia,Duster,289995,0,1.0,2025.0,69.0,Boîte automatique,1598.0,6.0,1455.0,94.0,Euro 6e,,5.1,114.0
Prix correct,9000,Essence,Professionnel,5.0,5.0,Dacia,Sandero,154905,1,3.0,2022.0,67.0,Boîte manuelle,999.0,6.0,1171.0,91.0,Euro 6d,Essence,5.1,115.0
Prix correct,93192,Diesel,Professionnel,5.0,5.0,Dacia,Duster,142505,1,10.0,2019.0,85.0,Boîte manuelle,1461.0,8.0,1395.0,116.0,Euro 6d,Diesel,4.1,142.0
Pas d'information,15967,Essence,Professionnel,5.0,5.0,Dacia,Duster,241505,0,9.0,2023.0,110.0,Boîte automatique,1332.0,1.0,,150.0,Euro 6,Essence,,142.0
Prix correct,22935,Electrique,Professionnel,4.0,5.0,Dacia,Spring,125005,1,5.0,2022.0,33.0,Boîte automatique,,3.0,1045.0,45.0,,,,0.0
Bon prix,42000,Diesel,Professionnel,5.0,5.0,Dacia,Duster,154905,2,10.0,2020.0,85.0,Boîte manuelle,1461.0,8.0,1426.0,116.0,Euro 6d,Diesel,4.3,107.0
Pas d'information,88050,Essence,Professionnel,7.0,4.0,Dacia,Lodgy,129905,0,5.0,2018.0,85.0,Boîte manuelle,1897.0,8.0,,116.0,Euro 6,Essence,,128.0
Pas d'information,59697,Essence,Professionnel,5.0,5.0,Dacia,Sandero,149005,0,1.0,2022.0,67.0,Boîte manuelle,999.0,6.0,1171.0,91.0,Euro 6d,Essence,5.1,115.0
Bon prix,54767,LPG,Professionnel,5.0,5.0,Dacia,Sandero,139505,2,3.0,2023.0,74.0,Boîte manuelle,999.0,7.0,,101.0,Euro 6,,,
Bon prix,62836,Essence,Professionnel,5.0,5.0,Dacia,Duster,104995,2,5.0,2016.0,92.0,Boîte manuelle,1198.0,9.0,1387.0,125.0,Euro 6b,Essence,6.4,145.0
Bon prix,27966,Essence,Professionnel,5.0,5.0,Dacia,Sandero,114905,2,9.0,2021.0,66.0,Boîte manuelle,999.0,6.0,,90.0,,Essence,,126.0
Prix correct,30617,LPG,Professionnel,5.0,5.0,Dacia,Duster,179505,1,6.0,2023.0,67.0,Boîte manuelle,999.0,6.0,1264.0,91.0,Euro 6d,,,
Prix correct,21944,Essence,Professionnel,5.0,5.0,Dacia,Jogger,179955,1,5.0,2023.0,81.0,Boîte manuelle,999.0,8.0,1151.0,110.0,Euro 6d,Essence,,127.0
Bon prix,125000,Diesel,Professionnel,7.0,5.0,Dacia,Lodgy,109995,2,2.0,2020.0,85.0,Boîte manuelle,1461.0,8.0,1388.0,116.0,Euro 6d,Diesel,4.2,110.0
Pas d'information,5174,Essence,Professionnel,5.0,5.0,Dacia,Sandero,189005,0,3.0,2023.0,67.0,Boîte automatique,999.0,6.0,1193.0,91.0,Euro 6,Essence,4.5,139.0
Prix correct,10,Essence,Professionnel,7.0,5.0,Dacia,Jogger,2340015,1,8.0,2024.0,81.0,Boîte manuelle,999.0,8.0,,110.0,Euro 6,Essence,,131.0
Prix correct,15360,LPG,Professionnel,,5.0,Dacia,Jogger,194005,1,3.0,2023.0,67.0,,,6.0,,91.0,,,,
Pas d'information,50430,LPG,Professionnel,5.0,5.0,Dacia,Duster,157505,0,6.0,2020.0,74.0,Boîte manuelle,999.0,7.0,,101.0,Euro 6,,,149.0
Prix correct,53245,Diesel,Professionnel,2.0,5.0,Dacia,Dokker,94505,1,4.0,2018.0,55.0,Boîte manuelle,1461.0,5.0,,75.0,Euro 6,Diesel,,105.0
Prix correct,43724,Diesel,Professionnel,5.0,5.0,Dacia,Duster,147505,1,8.0,2018.0,80.0,Boîte automatique,1461.0,8.0,1280.0,109.0,Euro 6b,Diesel,4.5,116.0
Prix correct,122000,Essence,Particuliers,7.0,5.0,Dacia,Lodgy,8000,1,12.0,2018.0,75.0,Boîte manuelle,1598.0,7.0,1255.0,102.0,Euro 6d,Essence,6.8,169.0
Pas d'information,73200,Diesel,Particuliers,5.0,6.0,Dacia,Dokker,12700,0,9.0,2019.0,70.0,Boîte manuelle,1461.0,7.0,1382.0,95.0,Euro 6d,Diesel,4.4,115.0
Très bon prix,104980,Essence,Particuliers,5.0,4.0,Dacia,Logan,2500,3,2.0,2015.0,55.0,Boîte manuelle,1149.0,5.0,1049.0,75.0,Euro 5,Essence,5.8,135.0
Bon prix,5119,Essence,Professionnel,5.0,5.0,Dacia,Duster,184505,2,12.0,2022.0,96.0,Boîte manuelle,1332.0,9.0,1321.0,131.0,Euro 6d,Essence,,141.0
